MatchID,InningsNo,Team,PlayerName,MatchPlayingOrder,BowlerName,OutDesc,Runs,Balls,DotBalls,Ones,Twos,Threes,Fours,Sixes,StrikeRate,WicketNo,AgainstFast,AgainstSpin
21,2,SRH,Nicholas Pooran,4,,not out,34,18,3,8,3,0,2,2,188.89,,11,7
21,2,SRH,Aiden Markram,5,,not out,12,8,1,4,2,0,1,0,150.00,,8,0
21,2,SRH,Washington Sundar,6,,,0,0,0,0,0,0,0,0,-,,0,0
21,2,SRH,Shashank Singh,7,,,0,0,0,0,0,0,0,0,-,,0,0
21,2,SRH,Bhuvneshwar Kumar,8,,,0,0,0,0,0,0,0,0,-,,0,0
21,2,SRH,Marco Jansen,9,,,0,0,0,0,0,0,0,0,-,,0,0
21,2,SRH,T Natarajan,10,,,0,0,0,0,0,0,0,0,-,,0,0
21,2,SRH,Umran Malik,11,,,0,0,0,0,0,0,0,0,-,,0,0
22,1,CSK,Ruturaj  Gaikwad,1,Josh Hazlewood,lbw Josh Hazlewood,17,16,9,3,1,0,3,0,106.25,4.0,16,0
22,1,CSK,Robin Uthappa,2,Wanindu Hasaranga,c Virat Kohli b Wanindu Hasaranga,88,50,20,16,1,0,4,9,176.00,1.0,31,18
22,1,CSK,Moeen Ali,3,Glenn Maxwell,run out (Suyash S Prabhudessai),3,8,5,3,0,0,0,0,37.50,3.0,6,2
22,1,CSK,Shivam Dube,5,,not out,95,46,11,17,5,0,5,8,206.52,,19,27
22,1,CSK,Ravindra Jadeja,6,Wanindu Hasaranga,c Anuj Rawat b Wanindu Hasaranga,0,1,1,0,0,0,0,0,0.00,2.0,0,1
22,1,CSK,MS Dhoni,7,,not out,0,0,0,0,0,0,0,0,-,,0,0
22,1,CSK,Ambati Rayudu,4,,,0,0,0,0,0,0,0,0,-,,0,0
22,1,CSK,Dwayne Bravo,8,,,0,0,0,0,0,0,0,0,-,,0,0
22,1,CSK,Chris Jordan,9,,,0,0,0,0,0,0,0,0,-,,0,0
22,1,CSK,Maheesh Theekshana,10,,,0,0,0,0,0,0,0,0,-,,0,0
22,1,CSK,Mukesh Choudhary,11,,,0,0,0,0,0,0,0,0,-,,0,0
22,2,RCB,Faf Du Plessis,1,Maheesh Theekshana,c Chris Jordan b Maheesh Theekshana,8,9,5,2,0,2,0,0,88.89,4.0,4,5
22,2,RCB,Anuj Rawat,2,Maheesh Theekshana,lbw Maheesh Theekshana,12,16,9,5,0,1,1,0,75.00,9.0,4,12
22,2,RCB,Virat Kohli,3,Mukesh Choudhary,c Shivam Dube b Mukesh Choudhary,1,3,2,1,0,0,0,0,33.33,1.0,1,2
22,2,RCB,Glenn Maxwell,5,Ravindra Jadeja,b Ravindra Jadeja,26,11,2,4,1,0,2,2,236.36,6.0,3,8
22,2,RCB,Shahbaz Ahmed,6,Maheesh Theekshana,b Maheesh Theekshana,41,27,5,11,7,0,4,0,151.85,8.0,12,15
22,2,RCB,Suyash S Prabhudessai,7,Maheesh Theekshana,b Maheesh Theekshana,34,18,4,8,0,0,5,1,188.89,10.0,6,12
22,2,RCB,Dinesh Karthik,4,Dwayne Bravo,c Ravindra Jadeja b Dwayne Bravo,34,14,3,4,2,0,2,3,242.86,2.0,8,5
22,2,RCB,Wanindu Hasaranga,8,Ravindra Jadeja,c Chris Jordan b Ravindra Jadeja,7,3,1,1,0,0,0,1,233.33,3.0,0,3
22,2,RCB,Akash Deep,11,Ravindra Jadeja,c Ambati Rayudu b Ravindra Jadeja,0,2,2,0,0,0,0,0,0.00,5.0,0,2
22,2,RCB,Mohammed Siraj,10,,not out,14,11,6,2,0,0,3,0,127.27,,9,2
22,2,RCB,Josh Hazlewood,9,,not out,7,7,1,5,1,0,0,0,100.00,,7,0
23,1,PBSK,Mayank Agarwal,1,Murugan Ashwin,c Suryakumar Yadav b Murugan Ashwin,52,32,11,10,3,0,6,2,162.50,2.0,23,9
23,1,PBSK,Shikhar Dhawan,2,Basil Thampi,c Kieron Pollard b Basil Thampi,70,50,13,26,3,0,5,3,140.00,1.0,40,10
23,1,PBSK,Jonny Bairstow,3,Jaydev Unadkat,b Jaydev Unadkat,12,13,5,6,1,0,1,0,92.31,8.0,8,5
23,1,PBSK,Liam Livingstone,4,Jasprit Bumrah,b Jasprit Bumrah,2,3,1,2,0,0,0,0,66.67,7.0,3,0
23,1,PBSK,Jitesh Sharma,5,,not out,30,15,3,6,2,0,2,2,200.00,,15,0
23,1,PBSK,Shahrukh Khan,7,Basil Thampi,b Basil Thampi,15,6,1,3,0,0,0,2,250.00,10.0,6,0
23,1,PBSK,Odean Smith,6,,not out,1,1,0,1,0,0,0,0,100.00,,1,0
23,1,PBSK,Kagiso Rabada,8,,,0,0,0,0,0,0,0,0,-,,0,0
23,1,PBSK,Rahul Chahar,9,,,0,0,0,0,0,0,0,0,-,,0,0
23,1,PBSK,Vaibhav Arora,10,,,0,0,0,0,0,0,0,0,-,,0,0
23,1,PBSK,Arshdeep Singh,11,,,0,0,0,0,0,0,0,0,-,,0,0
23,2,MI,Rohit Sharma,2,Kagiso Rabada,c Vaibhav Arora b Kagiso Rabada,28,17,9,2,1,0,3,2,164.71,7.0,17,0
23,2,MI,Ishan Kishan,1,Vaibhav Arora,c Jitesh Sharma b Vaibhav Arora,3,6,3,3,0,0,0,0,50.00,1.0,6,0
23,2,MI,Dewald Brevis,3,Odean Smith,c Arshdeep Singh b Odean Smith,49,25,13,3,0,0,4,5,196.00,3.0,18,7
23,2,MI,Tilak Varma,5,Arshdeep Singh,run out (Mayank Agarwal),36,20,3,12,0,0,3,2,180.00,6.0,13,7
23,2,MI,Suryakumar Yadav,4,Kagiso Rabada,c Odean Smith b Kagiso Rabada,43,30,13,9,3,0,1,4,143.33,9.0,20,9
23,2,MI,Kieron Pollard,6,Vaibhav Arora,run out (Odean Smith),10,11,4,6,0,0,1,0,90.91,8.0,4,7
23,2,MI,Jaydev Unadkat,8,Odean Smith,c Mayank Agarwal b Odean Smith,12,7,2,2,2,0,0,1,171.43,4.0,7,0
23,2,MI,Murugan Ashwin,9,,not out,0,2,2,0,0,0,0,0,0.00,,2,0
23,2,MI,Jasprit Bumrah,10,Odean Smith,c Shikhar Dhawan b Odean Smith,0,1,1,0,0,0,0,0,0.00,2.0,1,0
23,2,MI,Tymal Mills,7,Odean Smith,c Mayank Agarwal b Odean Smith,0,2,2,0,0,0,0,0,0.00,5.0,2,0
23,2,MI,Basil Thampi,11,,,0,0,0,0,0,0,0,0,-,,0,0
24,1,GT,Matthew Wade,1,Prasidh Krishna,run out (Rassie van der Dussen),12,6,3,0,0,0,3,0,200.00,3.0,6,0
24,1,GT,Shubman Gill,2,Riyan Parag,c Shimron Hetmyer b Riyan Parag,13,14,7,5,0,0,2,0,92.86,2.0,7,6
24,1,GT,Vijay Shankar,3,Kuldeep Sen,c Sanju Samson b Kuldeep Sen,2,7,5,2,0,0,0,0,28.57,1.0,7,0
24,1,GT,Hardik Pandya,4,,not out,87,52,12,25,3,0,8,4,167.31,,27,25
24,1,GT,Abhinav Manohar,6,Yuzvendra Chahal,c Ravichandran Ashwin b Yuzvendra Chahal,43,28,8,13,1,0,4,2,153.57,4.0,8,20
24,1,GT,David Miller,5,,not out,31,14,5,1,2,0,5,1,221.43,,11,3
24,1,GT,Rahul Tewatia,7,,,0,0,0,0,0,0,0,0,-,,0,0
24,1,GT,Rashid Khan,8,,,0,0,0,0,0,0,0,0,-,,0,0
24,1,GT,Yash Dayal,9,,,0,0,0,0,0,0,0,0,-,,0,0
24,1,GT,Mohammad Shami,10,,,0,0,0,0,0,0,0,0,-,,0,0
24,1,GT,Lockie Ferguson,11,,,0,0,0,0,0,0,0,0,-,,0,0
24,2,RR,Jos Buttler,1,Lockie Ferguson,b Lockie Ferguson,54,24,9,4,0,0,8,3,225.00,11.0,22,2
24,2,RR,Devdutt Padikkal,2,Yash Dayal,c Shubman Gill b Yash Dayal,0,1,1,0,0,0,0,0,0.00,8.0,1,0
24,2,RR,Ravichandran Ashwin,7,Lockie Ferguson,c David Miller b Lockie Ferguson,8,8,5,2,0,0,0,1,100.00,2.0,4,4
24,2,RR,Sanju Samson,3,Lockie Ferguson,run out (Hardik Pandya),11,11,6,3,1,0,0,1,100.00,3.0,6,5
24,2,RR,Rassie van der Dussen,4,Yash Dayal,c Matthew Wade b Yash Dayal,6,10,5,4,1,0,0,0,60.00,5.0,7,3
24,2,RR,Shimron Hetmyer,5,Mohammad Shami,c Rahul Tewatia b Mohammad Shami,29,17,4,6,3,1,2,1,170.59,1.0,13,4
24,2,RR,Riyan Parag,6,Lockie Ferguson,c Shubman Gill b Lockie Ferguson,18,16,7,6,1,0,1,1,112.50,7.0,14,2
24,2,RR,James Neesham,8,Hardik Pandya,c & b Hardik Pandya,17,15,3,9,2,0,1,0,113.33,4.0,7,8
24,2,RR,Prasidh Krishna,11,,not out,4,7,3,4,0,0,0,0,57.14,,5,2
24,2,RR,Yuzvendra Chahal,10,Yash Dayal,c Vijay Shankar b Yash Dayal,5,8,4,3,1,0,0,0,62.50,6.0,8,0
24,2,RR,Kuldeep Sen,9,,not out,0,3,3,0,0,0,0,0,0.00,,3,0
25,1,KKR,Venkatesh Iyer,2,T Natarajan,b T Natarajan,6,13,10,2,0,0,1,0,46.15,10.0,13,0
25,1,KKR,Aaron Finch,1,Marco Jansen,c Nicholas Pooran b Marco Jansen,7,5,3,1,0,0,0,1,140.00,2.0,5,0
25,1,KKR,Shreyas Iyer,3,Umran Malik,b Umran Malik,28,25,11,7,3,1,3,0,112.00,6.0,21,4
25,1,KKR,Sunil Narine,8,T Natarajan,c Shashank Singh b T Natarajan,6,2,1,0,0,0,0,1,300.00,3.0,2,0
25,1,KKR,Nitish Rana,4,T Natarajan,c Nicholas Pooran b T Natarajan,54,36,15,9,3,1,6,2,150.00,1.0,24,12
25,1,KKR,Sheldon Jackson,5,Umran Malik,c T Natarajan b Umran Malik,7,7,5,1,0,0,0,1,100.00,4.0,5,2
25,1,KKR,Andre Russell,6,,not out,49,25,11,3,3,0,4,4,196.00,,21,4
25,1,KKR,Pat Cummins,7,Bhuvneshwar Kumar,c Marco Jansen b Bhuvneshwar Kumar,3,3,1,1,1,0,0,0,100.00,5.0,3,0
25,1,KKR,Aman Khan,9,Jagadeesha Suchith,b Jagadeesha Suchith,5,3,1,1,0,0,1,0,166.67,11.0,2,1
25,1,KKR,Umesh Yadav,11,,not out,1,1,0,1,0,0,0,0,100.00,,0,1
25,1,KKR,Varun Chakaravarthy,10,,,0,0,0,0,0,0,0,0,-,,0,0
25,2,SRH,Abhishek Sharma,1,Pat Cummins,b Pat Cummins,3,10,8,1,1,0,0,0,30.00,5.0,10,0
25,2,SRH,Kane Williamson,2,Andre Russell,b Andre Russell,17,16,8,5,0,0,3,0,106.25,11.0,16,0
25,2,SRH,Rahul Tripathi,3,Andre Russell,c Venkatesh Iyer b Andre Russell,71,37,10,15,2,0,4,6,191.89,1.0,19,18
25,2,SRH,Aiden Markram,5,,not out,68,36,6,20,0,0,6,4,188.89,,16,20
25,2,SRH,Nicholas Pooran,4,,not out,5,8,3,5,0,0,0,0,62.50,,4,4
25,2,SRH,Shashank Singh,6,,,0,0,0,0,0,0,0,0,-,,0,0
25,2,SRH,Jagadeesha Suchith,7,,,0,0,0,0,0,0,0,0,-,,0,0
25,2,SRH,Bhuvneshwar Kumar,8,,,0,0,0,0,0,0,0,0,-,,0,0
25,2,SRH,Marco Jansen,9,,,0,0,0,0,0,0,0,0,-,,0,0
25,2,SRH,Umran Malik,10,,,0,0,0,0,0,0,0,0,-,,0,0
25,2,SRH,T Natarajan,11,,,0,0,0,0,0,0,0,0,-,,0,0
26,1,LSG,K L Rahul,1,,not out,103,60,14,27,5,0,9,5,171.67,,37,23
26,1,LSG,Quinton De Kock,2,Fabian Allen,lbw Fabian Allen,24,13,6,2,0,0,4,1,184.62,6.0,6,7
26,1,LSG,Manish Pandey,3,Murugan Ashwin,b Murugan Ashwin,38,29,11,10,2,0,6,0,131.03,4.0,9,20
26,1,LSG,Marcus Stoinis,6,Jaydev Unadkat,c Rohit Sharma b Jaydev Unadkat,10,9,4,4,0,0,0,1,111.11,2.0,5,4
26,1,LSG,Deepak Hooda,4,Jaydev Unadkat,c Ishan Kishan b Jaydev Unadkat,15,8,1,5,0,0,1,1,187.50,1.0,8,0
26,1,LSG,Krunal Pandya,7,,not out,1,1,0,1,0,0,0,0,100.00,,1,0
26,1,LSG,Ayush Badoni,5,,,0,0,0,0,0,0,0,0,-,,0,0
26,1,LSG,Jason Holder,8,,,0,0,0,0,0,0,0,0,-,,0,0
26,1,LSG,Dushmantha Chameera,9,,,0,0,0,0,0,0,0,0,-,,0,0
26,1,LSG,Ravi Bishnoi,10,,,0,0,0,0,0,0,0,0,-,,0,0
26,1,LSG,Avesh Khan,11,,,0,0,0,0,0,0,0,0,-,,0,0
26,2,MI,Ishan Kishan,2,Marcus Stoinis,b Marcus Stoinis,13,17,10,5,0,0,2,0,76.47,8.0,14,3
26,2,MI,Rohit Sharma,1,Avesh Khan,c Quinton De Kock b Avesh Khan,6,7,4,2,0,0,1,0,85.71,2.0,7,0
26,2,MI,Dewald Brevis,3,Avesh Khan,c Deepak Hooda b Avesh Khan,31,13,5,1,0,0,6,1,238.46,4.0,10,3
26,2,MI,Suryakumar Yadav,5,Ravi Bishnoi,c (Sub) Krishnappa Gowtham b Ravi Bishnoi,37,27,3,17,4,0,3,0,137.04,3.0,13,14
26,2,MI,Tilak Varma,4,Jason Holder,b Jason Holder,26,26,9,12,3,0,2,0,100.00,11.0,14,12
26,2,MI,Kieron Pollard,6,Dushmantha Chameera,c Marcus Stoinis b Dushmantha Chameera,25,14,3,7,1,0,1,2,178.57,5.0,13,1
26,2,MI,Fabian Allen,7,Avesh Khan,c Dushmantha Chameera b Avesh Khan,8,7,3,2,1,0,1,0,114.29,7.0,4,3
26,2,MI,Jaydev Unadkat,9,Dushmantha Chameera,run out (Marcus Stoinis),14,6,3,0,0,0,2,1,233.33,6.0,6,0
26,2,MI,Murugan Ashwin,8,Dushmantha Chameera,run out (Quinton De Kock),6,2,1,0,0,0,0,1,300.00,1.0,2,0
26,2,MI,Jasprit Bumrah,11,,not out,0,0,0,0,0,0,0,0,-,,0,0
26,2,MI,Tymal Mills,10,,not out,0,1,1,0,0,0,0,0,0.00,,1,0
27,1,RCB,Faf Du Plessis,2,Khaleel Ahmed,c Axar Patel b Khaleel Ahmed,8,11,9,0,0,0,2,0,72.73,1.0,11,0
27,1,RCB,Anuj Rawat,1,Shardul Thakur,lbw Shardul Thakur,0,1,1,0,0,0,0,0,0.00,10.0,1,0
27,1,RCB,Virat Kohli,5,Shardul Thakur,run out (Lalit Yadav),12,14,6,6,1,0,1,0,85.71,3.0,12,2
27,1,RCB,Glenn Maxwell,4,Kuldeep Yadav,c Lalit Yadav b Kuldeep Yadav,55,34,13,9,3,0,7,2,161.76,4.0,16,18
27,1,RCB,Suyash S Prabhudessai,3,Axar Patel,c Kuldeep Yadav b Axar Patel,6,5,2,2,0,0,1,0,120.00,2.0,2,3
27,1,RCB,Shahbaz Ahmed,6,,not out,32,21,4,12,1,0,3,1,152.38,,12,9
27,1,RCB,Dinesh Karthik,7,,not out,66,34,10,12,2,0,5,5,194.12,,18,16
27,1,RCB,Wanindu Hasaranga,8,,,0,0,0,0,0,0,0,0,-,,0,0
27,1,RCB,Harshal Patel,9,,,0,0,0,0,0,0,0,0,-,,0,0
27,1,RCB,Josh Hazlewood,10,,,0,0,0,0,0,0,0,0,-,,0,0
27,1,RCB,Mohammed Siraj,11,,,0,0,0,0,0,0,0,0,-,,0,0
27,2,DC,Prithvi Shaw,5,Mohammed Siraj,c Anuj Rawat b Mohammed Siraj,16,13,6,4,1,0,1,1,123.08,5.0,9,4
27,2,DC,David Warner,6,Wanindu Hasaranga,lbw Wanindu Hasaranga,66,38,11,16,2,0,4,5,173.68,9.0,20,18
27,2,DC,Mitchell Marsh,7,Wanindu Hasaranga,run out (Wanindu Hasaranga),14,24,11,12,1,0,0,0,58.33,4.0,11,13
27,2,DC,Rishabh Pant,8,Mohammed Siraj,c Virat Kohli b Mohammed Siraj,34,17,4,6,2,0,3,2,200.00,3.0,6,11
27,2,DC,Rovman Powell,10,Josh Hazlewood,c Dinesh Karthik b Josh Hazlewood,0,1,1,0,0,0,0,0,0.00,2.0,1,0
27,2,DC,Lalit Yadav,9,Josh Hazlewood,c Suyash S Prabhudessai b Josh Hazlewood,1,4,3,1,0,0,0,0,25.00,6.0,4,0
27,2,DC,Shardul Thakur,4,Josh Hazlewood,c Dinesh Karthik b Josh Hazlewood,17,9,3,3,1,0,0,2,188.89,1.0,7,2
27,2,DC,Axar Patel,3,,not out,10,7,1,4,1,0,1,0,142.86,,7,0
27,2,DC,Kuldeep Yadav,11,,not out,10,7,3,2,0,0,2,0,142.86,,7,0
27,2,DC,Khaleel Ahmed,1,,,0,0,0,0,0,0,0,0,-,,0,0
27,2,DC,Mustafizur Rahman,2,,,0,0,0,0,0,0,0,0,-,,0,0
28,1,PBSK,Shikhar Dhawan,1,Bhuvneshwar Kumar,c Marco Jansen b Bhuvneshwar Kumar,8,11,7,2,1,0,1,0,72.73,3.0,11,0
28,1,PBSK,Simran Singh,2,T Natarajan,c Nicholas Pooran b T Natarajan,14,11,5,2,2,0,2,0,127.27,1.0,11,0
28,1,PBSK,Jonny Bairstow,3,Jagadeesha Suchith,lbw Jagadeesha Suchith,12,10,5,2,1,0,2,0,120.00,10.0,8,2
28,1,PBSK,Liam Livingstone,4,Bhuvneshwar Kumar,c Kane Williamson b Bhuvneshwar Kumar,60,33,9,14,1,0,5,4,181.82,6.0,27,6
28,1,PBSK,Jitesh Sharma,5,Umran Malik,c & b Umran Malik,11,8,3,3,0,0,2,0,137.50,4.0,5,3
28,1,PBSK,Shahrukh Khan,6,Bhuvneshwar Kumar,c Kane Williamson b Bhuvneshwar Kumar,26,28,15,10,0,0,1,2,92.86,7.0,15,13
28,1,PBSK,Odean Smith,7,Umran Malik,c & b Umran Malik,13,15,9,3,2,0,0,1,86.67,5.0,15,0
28,1,PBSK,Kagiso Rabada,8,,not out,0,0,0,0,0,0,0,0,-,,0,0
28,1,PBSK,Rahul Chahar,9,Umran Malik,b Umran Malik,0,2,2,0,0,0,0,0,0.00,9.0,2,0
28,1,PBSK,Vaibhav Arora,11,Umran Malik,b Umran Malik,0,1,1,0,0,0,0,0,0.00,11.0,1,0
28,1,PBSK,Arshdeep Singh,10,Umran Malik,run out (Jagadeesha Suchith),0,1,1,0,0,0,0,0,0.00,2.0,1,0
28,2,SRH,Abhishek Sharma,1,Rahul Chahar,c Shahrukh Khan b Rahul Chahar,31,25,9,11,1,0,3,1,124.00,3.0,16,9
28,2,SRH,Kane Williamson,2,Kagiso Rabada,c Shikhar Dhawan b Kagiso Rabada,3,9,6,3,0,0,0,0,33.33,1.0,9,0
28,2,SRH,Rahul Tripathi,3,Rahul Chahar,c Shahrukh Khan b Rahul Chahar,34,22,9,4,4,0,4,1,154.55,2.0,17,5
28,2,SRH,Aiden Markram,4,,not out,41,27,6,13,3,0,4,1,151.85,,15,12
28,2,SRH,Nicholas Pooran,5,,not out,35,30,8,15,5,0,1,1,116.67,,20,10
28,2,SRH,Shashank Singh,6,,,0,0,0,0,0,0,0,0,-,,0,0
28,2,SRH,Jagadeesha Suchith,7,,,0,0,0,0,0,0,0,0,-,,0,0
28,2,SRH,Bhuvneshwar Kumar,8,,,0,0,0,0,0,0,0,0,-,,0,0
28,2,SRH,Marco Jansen,9,,,0,0,0,0,0,0,0,0,-,,0,0
28,2,SRH,Umran Malik,10,,,0,0,0,0,0,0,0,0,-,,0,0
28,2,SRH,T Natarajan,11,,,0,0,0,0,0,0,0,0,-,,0,0
29,1,CSK,Ruturaj  Gaikwad,1,Yash Dayal,c Abhinav Manohar b Yash Dayal,73,48,17,19,2,0,5,5,152.08,3.0,41,7
29,1,CSK,Robin Uthappa,2,Mohammad Shami,lbw Mohammad Shami,3,10,7,3,0,0,0,0,30.00,4.0,10,0
29,1,CSK,Moeen Ali,3,Alzarri Joseph,b Alzarri Joseph,1,3,2,1,0,0,0,0,33.33,5.0,3,0
29,1,CSK,Ambati Rayudu,4,Alzarri Joseph,c Vijay Shankar b Alzarri Joseph,46,31,8,16,1,0,4,2,148.39,2.0,19,11
29,1,CSK,Shivam Dube,5,Lockie Ferguson,run out (David Miller),19,17,5,9,1,0,2,0,111.76,1.0,15,2
29,1,CSK,Ravindra Jadeja,6,,not out,22,12,2,6,2,0,0,2,183.33,,8,4
29,1,CSK,MS Dhoni,7,,,0,0,0,0,0,0,0,0,-,,0,0
29,1,CSK,Dwayne Bravo,8,,,0,0,0,0,0,0,0,0,-,,0,0
29,1,CSK,Chris Jordan,9,,,0,0,0,0,0,0,0,0,-,,0,0
29,1,CSK,Mukesh Choudhary,10,,,0,0,0,0,0,0,0,0,-,,0,0
29,1,CSK,Maheesh Theekshana,11,,,0,0,0,0,0,0,0,0,-,,0,0
29,2,GT,Wriddhiman Saha,2,Ravindra Jadeja,c Ruturaj  Gaikwad b Ravindra Jadeja,11,18,8,9,1,0,0,0,61.11,1.0,10,8
29,2,GT,Shubman Gill,1,Mukesh Choudhary,c Robin Uthappa b Mukesh Choudhary,0,1,1,0,0,0,0,0,0.00,2.0,1,0
29,2,GT,Vijay Shankar,3,Maheesh Theekshana,c MS Dhoni b Maheesh Theekshana,0,2,2,0,0,0,0,0,0.00,7.0,0,2
29,2,GT,Abhinav Manohar,4,Maheesh Theekshana,c Moeen Ali b Maheesh Theekshana,12,12,6,4,0,0,2,0,100.00,4.0,6,6
29,2,GT,David Miller,5,,not out,94,51,13,22,2,0,8,6,184.31,,25,25
29,2,GT,Rahul Tewatia,6,Dwayne Bravo,c Ravindra Jadeja b Dwayne Bravo,6,14,8,6,0,0,0,0,42.86,5.0,4,10
29,2,GT,Rashid Khan,7,Dwayne Bravo,c Moeen Ali b Dwayne Bravo,40,21,5,9,1,1,2,3,190.48,3.0,18,3
29,2,GT,Alzarri Joseph,9,Dwayne Bravo,c Chris Jordan b Dwayne Bravo,0,1,1,0,0,0,0,0,0.00,6.0,1,0
29,2,GT,Lockie Ferguson,8,,not out,0,0,0,0,0,0,0,0,-,,0,0
29,2,GT,Mohammad Shami,10,,,0,0,0,0,0,0,0,0,-,,0,0
29,2,GT,Yash Dayal,11,,,0,0,0,0,0,0,0,0,-,,0,0
30,1,RR,Jos Buttler,1,Pat Cummins,c Varun Chakaravarthy b Pat Cummins,103,61,21,18,6,1,9,5,168.85,1.0,46,14
30,1,RR,Devdutt Padikkal,2,Sunil Narine,b Sunil Narine,24,18,8,6,0,0,3,1,133.33,7.0,12,6
30,1,RR,Sanju Samson,3,Andre Russell,c Shivam Mavi b Andre Russell,38,19,4,6,4,0,3,2,200.00,3.0,9,10
30,1,RR,Shimron Hetmyer,5,,not out,26,13,4,4,1,0,2,2,200.00,,11,2
30,1,RR,Riyan Parag,6,Sunil Narine,c Shivam Mavi b Sunil Narine,5,3,1,1,0,0,1,0,166.67,2.0,2,1
30,1,RR,Karun Nair,4,Shivam Mavi,c Pat Cummins b Shivam Mavi,3,5,2,3,0,0,0,0,60.00,4.0,2,3
30,1,RR,Ravichandran Ashwin,7,,not out,2,2,0,2,0,0,0,0,100.00,,2,0
30,1,RR,Trent Boult,8,,,0,0,0,0,0,0,0,0,-,,0,0
30,1,RR,Obed McCoy,9,,,0,0,0,0,0,0,0,0,-,,0,0
30,1,RR,Yuzvendra Chahal,10,,,0,0,0,0,0,0,0,0,-,,0,0
30,1,RR,Prasidh Krishna,11,,,0,0,0,0,0,0,0,0,-,,0,0
30,2,KKR,Aaron Finch,1,Prasidh Krishna,c Karun Nair b Prasidh Krishna,58,28,8,8,1,0,9,2,207.14,1.0,21,7
30,2,KKR,Sunil Narine,7,Trent Boult,run out (Shimron Hetmyer),0,0,0,0,0,0,0,0,-,7.0,0,0
30,2,KKR,Shreyas Iyer,3,Yuzvendra Chahal,lbw Yuzvendra Chahal,85,51,14,20,5,1,7,4,166.67,8.0,28,23
30,2,KKR,Nitish Rana,4,Yuzvendra Chahal,c Jos Buttler b Yuzvendra Chahal,18,11,3,5,0,1,1,1,163.64,3.0,0,11
30,2,KKR,Andre Russell,6,Ravichandran Ashwin,b Ravichandran Ashwin,0,1,1,0,0,0,0,0,0.00,10.0,0,1
30,2,KKR,Venkatesh Iyer,2,Yuzvendra Chahal,st Sanju Samson b Yuzvendra Chahal,6,7,1,6,0,0,0,0,85.71,6.0,5,2
30,2,KKR,Sheldon Jackson,5,Obed McCoy,c Prasidh Krishna b Obed McCoy,8,8,2,4,2,0,0,0,100.00,2.0,6,2
30,2,KKR,Shivam Mavi,9,Yuzvendra Chahal,c Riyan Parag b Yuzvendra Chahal,0,1,1,0,0,0,0,0,0.00,4.0,0,1
30,2,KKR,Pat Cummins,8,Yuzvendra Chahal,c Sanju Samson b Yuzvendra Chahal,0,1,1,0,0,0,0,0,0.00,5.0,0,1
30,2,KKR,Umesh Yadav,10,Obed McCoy,b Obed McCoy,21,9,2,3,1,0,1,2,233.33,11.0,9,0
30,2,KKR,Varun Chakaravarthy,11,,not out,1,1,0,1,0,0,0,0,100.00,,1,0
31,1,RCB,Anuj Rawat,2,Dushmantha Chameera,c K L Rahul b Dushmantha Chameera,4,5,4,0,0,0,1,0,80.00,3.0,5,0
31,1,RCB,Faf Du Plessis,1,Jason Holder,c Marcus Stoinis b Jason Holder,96,64,18,26,7,0,11,2,150.00,5.0,34,30
31,1,RCB,Virat Kohli,3,Dushmantha Chameera,c Deepak Hooda b Dushmantha Chameera,0,1,1,0,0,0,0,0,0.00,4.0,1,0
31,1,RCB,Glenn Maxwell,4,Krunal Pandya,c Jason Holder b Krunal Pandya,23,11,4,1,2,0,3,1,209.09,6.0,8,3
31,1,RCB,Suyash S Prabhudessai,5,Jason Holder,c Krunal Pandya b Jason Holder,10,9,4,4,0,0,0,1,111.11,1.0,2,6
31,1,RCB,Shahbaz Ahmed,6,Jason Holder,run out (K L Rahul),26,22,2,16,3,0,1,0,118.18,2.0,13,9
31,1,RCB,Dinesh Karthik,7,,not out,13,8,0,7,0,0,0,1,162.50,,8,0
31,1,RCB,Harshal Patel,9,,not out,0,1,1,0,0,0,0,0,0.00,,1,0
31,1,RCB,Wanindu Hasaranga,8,,,0,0,0,0,0,0,0,0,-,,0,0
31,1,RCB,Josh Hazlewood,10,,,0,0,0,0,0,0,0,0,-,,0,0
31,1,RCB,Mohammed Siraj,11,,,0,0,0,0,0,0,0,0,-,,0,0
31,2,LSG,Quinton De Kock,2,Josh Hazlewood,c Glenn Maxwell b Josh Hazlewood,3,5,2,3,0,0,0,0,60.00,4.0,4,1
31,2,LSG,K L Rahul,1,Harshal Patel,c Dinesh Karthik b Harshal Patel,30,24,9,10,1,0,3,1,125.00,2.0,15,9
31,2,LSG,Manish Pandey,3,Josh Hazlewood,c Harshal Patel b Josh Hazlewood,6,8,5,2,0,0,1,0,75.00,1.0,4,4
31,2,LSG,Krunal Pandya,6,Glenn Maxwell,c Shahbaz Ahmed b Glenn Maxwell,42,28,13,6,2,0,5,2,150.00,5.0,12,16
31,2,LSG,Deepak Hooda,5,Mohammed Siraj,c Suyash S Prabhudessai b Mohammed Siraj,13,14,6,5,2,0,1,0,92.86,6.0,4,10
31,2,LSG,Ayush Badoni,7,Josh Hazlewood,c Dinesh Karthik b Josh Hazlewood,13,13,7,3,1,0,2,0,100.00,3.0,10,3
31,2,LSG,Marcus Stoinis,4,Josh Hazlewood,b Josh Hazlewood,24,15,2,10,0,0,2,1,160.00,9.0,10,5
